employee_id,week,shift_type
2418,4,morning
2419,1,night
2419,2,morning
2419,3,night
2419,4,night
2420,1,morning
2420,2,night
2420,3,evening
2420,4,night
2421,1,night
2421,2,night
2421,3,night
2421,4,evening
2422,1,night
2422,2,evening
2422,3,evening
2422,4,night
2423,1,morning
2423,2,night
2423,3,evening
2423,4,evening
2424,1,night
2424,2,evening
2424,3,night
2424,4,evening
2425,1,night
2425,2,night
2425,3,morning
2425,4,morning
2426,1,night
2426,2,evening
2426,3,evening
2426,4,morning
2427,1,morning
2427,2,evening
2427,3,morning
2427,4,evening
2428,1,evening
2428,2,morning
2428,3,morning
2428,4,morning
2429,1,morning
2429,2,evening
2429,3,morning
2429,4,evening
2430,1,evening
2430,2,night
2430,3,night
2430,4,morning
2431,1,morning
2431,2,morning
2431,3,evening
2431,4,morning
2432,1,night
2432,2,morning
2432,3,evening
2432,4,evening
2433,1,morning
2433,2,evening
2433,3,night
2433,4,evening
2434,1,night
2434,2,night
2434,3,night
2434,4,evening
2435,1,night
2435,2,morning
2435,3,evening
2435,4,evening
2436,1,night
2436,2,night
2436,3,morning
2436,4,morning
2437,1,evening
2437,2,morning
2437,3,morning
2437,4,night
2438,1,night
2438,2,night
2438,3,morning
2438,4,morning
2439,1,night
2439,2,morning
2439,3,evening
2439,4,morning
2440,1,night
2440,2,evening
2440,3,morning
2440,4,evening
2441,1,evening
2441,2,morning
2441,3,morning
2441,4,evening
2442,1,evening
2442,2,morning
2442,3,morning
2442,4,night
2443,1,morning
2443,2,evening
2443,3,morning
2443,4,morning
2444,1,night
2444,2,evening
2444,3,night
2444,4,night
2445,1,night
2445,2,evening
2445,3,night
2445,4,night
2446,1,morning
2446,2,night
2446,3,night
2446,4,evening
2447,1,evening
2447,2,night
2447,3,morning
2447,4,evening
2448,1,night
2448,2,morning
2448,3,night
2448,4,morning
2449,1,night
2449,2,night
2449,3,morning
2449,4,night
2450,1,night
2450,2,evening
2450,3,night
2450,4,morning
2451,1,evening
2451,2,morning
2451,3,night
2451,4,night
2452,1,night
2452,2,evening
2452,3,morning
2452,4,evening
2453,1,morning
2453,2,night
2453,3,evening
2453,4,night
2454,1,evening
2454,2,night
2454,3,morning
2454,4,morning
2455,1,evening
2455,2,morning
2455,3,morning
2455,4,evening
2456,1,evening
2456,2,evening
2456,3,night
2456,4,night
2457,1,night
2457,2,morning
2457,3,evening
2457,4,morning
2458,1,night
2458,2,evening
2458,3,night
2458,4,evening
2459,1,evening
2459,2,night
2459,3,morning
2459,4,evening
2460,1,night
2460,2,morning
2460,3,night
2460,4,night
2461,1,morning
2461,2,morning
2461,3,night
2461,4,night
2462,1,night
2462,2,evening
2462,3,morning
2462,4,night
2463,1,night
2463,2,night
2463,3,evening
2463,4,evening
2464,1,night
2464,2,evening
2464,3,morning
2464,4,night
2465,1,night
2465,2,night
2465,3,evening
2465,4,evening
2466,1,evening
2466,2,night
2466,3,night
2466,4,morning
2467,1,night
2467,2,night
2467,3,night
2467,4,morning
2468,1,morning
2468,2,night
2468,3,night
2468,4,night
2469,1,night
2469,2,night
2469,3,night
2469,4,evening
2470,1,night
2470,2,night
2470,3,night
2470,4,night
2471,1,evening
2471,2,morning
2471,3,morning
2471,4,night
2472,1,night
2472,2,night
2472,3,morning
2472,4,evening
2473,1,night
2473,2,morning
2473,3,night
2473,4,morning
2474,1,night
2474,2,night
2474,3,evening
2474,4,night
2475,1,night
2475,2,evening
2475,3,night
2475,4,morning
2476,1,night
2476,2,evening
2476,3,morning
2476,4,morning
2477,1,evening
2477,2,morning
2477,3,evening
2477,4,evening
2478,1,morning
2478,2,night
2478,3,evening
2478,4,night
2479,1,evening
2479,2,morning
2479,3,evening
2479,4,morning
2480,1,morning
2480,2,night
2480,3,morning
2480,4,night
2481,1,evening
2481,2,evening
2481,3,evening
2481,4,morning
2482,1,night
2482,2,night
2482,3,evening
2482,4,morning
2483,1,morning
2483,2,night
2483,3,morning
2483,4,evening
2484,1,evening
2484,2,evening
2484,3,night
2484,4,evening
2485,1,evening
2485,2,evening
2485,3,night
2485,4,morning
2486,1,evening
2486,2,morning
2486,3,morning
2486,4,morning
2487,1,morning
2487,2,evening
2487,3,morning
2487,4,morning
2488,1,evening
2488,2,night
2488,3,night
2488,4,morning
2489,1,night
2489,2,evening
2489,3,morning
2489,4,morning
2490,1,morning
2490,2,evening
2490,3,night
2490,4,evening
2491,1,morning
2491,2,evening
2491,3,evening
2491,4,night
2492,1,night
2492,2,morning
2492,3,evening
2492,4,night
2493,1,night
2493,2,morning
2493,3,night
2493,4,night
2494,1,night
2494,2,evening
2494,3,evening
2494,4,morning
2495,1,night
2495,2,night
2495,3,morning
2495,4,morning
2496,1,night
2496,2,morning
2496,3,night
2496,4,morning
2497,1,night
2497,2,morning
2497,3,morning
2497,4,night
2498,1,night
2498,2,night
2498,3,night
2498,4,evening
2499,1,morning
2499,2,night
2499,3,night
2499,4,evening
2500,1,morning
2500,2,evening
2500,3,evening
2500,4,evening
2501,1,night
2501,2,morning
2501,3,night
2501,4,morning
2502,1,night
2502,2,evening
2502,3,evening
2502,4,morning
2503,1,morning
2503,2,night
2503,3,evening
2503,4,morning
2504,1,night
2504,2,morning
2504,3,night
2504,4,evening
2505,1,evening
2505,2,night
2505,3,evening
2505,4,morning
2506,1,evening
2506,2,evening
2506,3,morning
2506,4,night
2507,1,evening
2507,2,evening
2507,3,evening
2507,4,morning
2508,1,evening
2508,2,evening
2508,3,morning
2508,4,night
2509,1,night
2509,2,evening
2509,3,evening
2509,4,night
2510,1,morning
2510,2,night
2510,3,evening
2510,4,evening
2511,1,morning
2511,2,night
2511,3,night
2511,4,evening
2512,1,night
2512,2,evening
2512,3,night
2512,4,evening
2513,1,morning
2513,2,evening
2513,3,night
2513,4,night
2514,1,evening
2514,2,evening
2514,3,evening
2514,4,evening
2515,1,morning
2515,2,morning
2515,3,night
2515,4,evening
2516,1,night
2516,2,evening
2516,3,morning
2516,4,morning
2517,1,evening
2517,2,night
2517,3,evening
2517,4,night
2518,1,evening
2518,2,evening
2518,3,evening
2518,4,evening
2519,1,morning
2519,2,morning
2519,3,morning
2519,4,morning
2520,1,night
2520,2,night
2520,3,night
2520,4,evening
2521,1,night
2521,2,evening
2521,3,night
2521,4,night
2522,1,morning
2522,2,night
2522,3,morning
2522,4,morning
2523,1,evening
2523,2,morning
2523,3,night
2523,4,evening
2524,1,morning
2524,2,morning
2524,3,evening
2524,4,night
2525,1,morning
2525,2,evening
2525,3,night
2525,4,evening
2526,1,morning
2526,2,morning
2526,3,evening
2526,4,evening
2527,1,morning
2527,2,morning
2527,3,evening
2527,4,night
2528,1,morning
2528,2,night
2528,3,evening
2528,4,night
2529,1,morning
2529,2,evening
2529,3,morning
2529,4,morning
2530,1,morning
2530,2,evening
2530,3,night
2530,4,evening
2531,1,night
2531,2,night
2531,3,evening
2531,4,morning
2532,1,morning
2532,2,night
2532,3,morning
2532,4,morning
2533,1,night
2533,2,night
2533,3,night
2533,4,night
2534,1,evening
2534,2,evening
2534,3,evening
2534,4,night
2535,1,morning
2535,2,evening
2535,3,evening
2535,4,evening
2536,1,morning
2536,2,night
2536,3,night
2536,4,night
2537,1,evening
2537,2,night
2537,3,evening
2537,4,night
2538,1,evening
2538,2,morning
2538,3,night
2538,4,night
2539,1,evening
2539,2,evening
2539,3,night
2539,4,night
2540,1,night
2540,2,night
2540,3,evening
2540,4,morning
2541,1,evening
2541,2,night
2541,3,night
2541,4,night
2542,1,night
2542,2,evening
2542,3,morning
2542,4,morning
2543,1,morning
2543,2,night
2543,3,evening
2543,4,evening
2544,1,evening
2544,2,morning
2544,3,evening
2544,4,night
2545,1,evening
2545,2,morning
2545,3,morning
2545,4,morning
2546,1,evening
2546,2,night
2546,3,night
2546,4,morning
2547,1,evening
2547,2,night
2547,3,evening
2547,4,night
2548,1,night
2548,2,night
2548,3,evening
2548,4,morning
2549,1,evening
2549,2,morning
2549,3,evening
2549,4,night
2550,1,morning
2550,2,morning
2550,3,morning
2550,4,evening
2551,1,night
2551,2,night
2551,3,evening
2551,4,night
2552,1,morning
2552,2,morning
2552,3,evening
2552,4,morning
2553,1,evening
2553,2,evening
2553,3,morning
2553,4,night
2554,1,evening
2554,2,evening
2554,3,evening
2554,4,evening
2555,1,night
2555,2,evening
2555,3,morning
2555,4,night
2556,1,night
2556,2,morning
2556,3,evening
2556,4,evening
2557,1,evening
2557,2,night
2557,3,night
2557,4,night
2558,1,evening
2558,2,morning
2558,3,morning
2558,4,night
2559,1,evening
2559,2,morning
2559,3,evening
2559,4,morning
2560,1,evening
2560,2,morning
2560,3,evening
2560,4,morning
2561,1,morning
2561,2,night
2561,3,evening
2561,4,evening
2562,1,night
2562,2,morning
2562,3,morning
2562,4,night
2563,1,night
2563,2,night
2563,3,evening
2563,4,night
2564,1,morning
2564,2,evening
2564,3,evening
2564,4,morning
2565,1,morning
2565,2,morning
2565,3,night
2565,4,evening
2566,1,evening
2566,2,night
2566,3,night
2566,4,evening
2567,1,night
2567,2,evening
2567,3,night
2567,4,morning
2568,1,evening
2568,2,evening
2568,3,evening
2568,4,evening
2569,1,evening
2569,2,morning
2569,3,morning
2569,4,night
2570,1,evening
2570,2,evening
2570,3,evening
2570,4,night
2571,1,morning
2571,2,morning
2571,3,evening
2571,4,morning
2572,1,evening
2572,2,night
2572,3,night
2572,4,night
2573,1,night
2573,2,evening
2573,3,evening
2573,4,evening
2574,1,morning
2574,2,morning
2574,3,night
2574,4,evening
2575,1,evening
2575,2,night
2575,3,evening
2575,4,evening
2576,1,night
2576,2,evening
2576,3,evening
2576,4,night
2577,1,evening
2577,2,morning
2577,3,night
2577,4,evening
2578,1,night
2578,2,evening
2578,3,evening
2578,4,night
2579,1,morning
2579,2,evening
2579,3,morning
2579,4,morning
2580,1,morning
2580,2,night
2580,3,morning
2580,4,morning
2581,1,evening
2581,2,night
2581,3,evening
2581,4,night
2582,1,evening
2582,2,morning
2582,3,evening
2582,4,morning
2583,1,evening
2583,2,morning
2583,3,night
2583,4,night
2584,1,morning
2584,2,evening
2584,3,evening
2584,4,night
2585,1,evening
2585,2,morning
2585,3,morning
2585,4,evening
2586,1,night
2586,2,night
2586,3,evening
2586,4,night
2587,1,morning
2587,2,evening
2587,3,evening
2587,4,night
2588,1,night
2588,2,night
2588,3,night
2588,4,night
2589,1,morning
2589,2,morning
2589,3,night
2589,4,morning
2590,1,evening
2590,2,evening
2590,3,morning
2590,4,morning
2591,1,evening
2591,2,night
2591,3,morning
2591,4,evening
2592,1,night
2592,2,evening
2592,3,evening
2592,4,evening
2593,1,night
2593,2,night
2593,3,night
2593,4,evening
2594,1,evening
2594,2,night
2594,3,morning
2594,4,night
2595,1,evening
2595,2,morning
2595,3,evening
2595,4,morning
2596,1,night
2596,2,night
2596,3,night
2596,4,evening
2597,1,evening
2597,2,morning
2597,3,evening
2597,4,morning
2598,1,night
2598,2,night
2598,3,night
2598,4,evening
2599,1,morning
2599,2,morning
2599,3,evening
2599,4,evening
2600,1,night
2600,2,morning
2600,3,night
2600,4,morning
2601,1,evening
2601,2,night
2601,3,evening
2601,4,night
2602,1,morning
2602,2,evening
2602,3,morning
2602,4,morning
2603,1,night
2603,2,morning
2603,3,night
2603,4,morning
2604,1,night
2604,2,night
2604,3,evening
2604,4,night
2605,1,morning
2605,2,evening
2605,3,morning
2605,4,morning
2606,1,evening
2606,2,evening
2606,3,morning
2606,4,morning
2607,1,night
2607,2,night
2607,3,evening
2607,4,morning
2608,1,morning
2608,2,night
2608,3,evening
2608,4,morning
2609,1,morning
2609,2,morning
2609,3,evening
2609,4,morning
2610,1,evening
2610,2,evening
2610,3,evening
2610,4,morning
2611,1,morning
2611,2,evening
2611,3,evening
2611,4,evening
2612,1,evening
2612,2,morning
2612,3,morning
2612,4,morning
2613,1,evening
2613,2,night
2613,3,morning
2613,4,morning
2614,1,evening
2614,2,night
2614,3,night
2614,4,morning
2615,1,morning
2615,2,night
2615,3,night
2615,4,evening
2616,1,morning
2616,2,evening
2616,3,night
2616,4,evening
2617,1,night
2617,2,night
2617,3,morning
2617,4,morning
2618,1,night
2618,2,morning
2618,3,morning
2618,4,night
2619,1,evening
2619,2,night
2619,3,evening
2619,4,morning
2620,1,evening
2620,2,night
2620,3,morning
2620,4,evening
2621,1,morning
2621,2,night
2621,3,night
2621,4,morning
2622,1,evening
2622,2,morning
2622,3,evening
2622,4,evening
2623,1,night
2623,2,night
2623,3,evening
2623,4,morning
2624,1,morning
2624,2,morning
2624,3,morning
2624,4,morning
2625,1,evening
2625,2,night
2625,3,night
2625,4,evening
2626,1,evening
2626,2,night
2626,3,evening
2626,4,evening
2627,1,night
2627,2,morning
2627,3,night
2627,4,evening
2628,1,morning
2628,2,evening
2628,3,morning
2628,4,morning
2629,1,evening
2629,2,morning
2629,3,morning
2629,4,morning
2630,1,evening
2630,2,evening
2630,3,evening
2630,4,morning
2631,1,night
2631,2,night
2631,3,evening
2631,4,morning
2632,1,morning
2632,2,evening
2632,3,evening
2632,4,evening
2633,1,night
2633,2,evening
2633,3,morning
2633,4,morning
2634,1,night
2634,2,morning
2634,3,evening
2634,4,evening
2635,1,night
2635,2,morning
2635,3,night
2635,4,evening
2636,1,night
2636,2,morning
2636,3,night
2636,4,night
2637,1,night
2637,2,night
2637,3,night
2637,4,night
2638,1,morning
2638,2,evening
2638,3,evening
2638,4,night
2639,1,evening
2639,2,night
2639,3,night
2639,4,morning
2640,1,morning
2640,2,night
2640,3,evening
2640,4,evening
2641,1,night
2641,2,evening
2641,3,evening
2641,4,evening
2642,1,evening
2642,2,morning
2642,3,night
2642,4,night
2643,1,morning
2643,2,evening
2643,3,night
2643,4,night
2644,1,night
2644,2,evening
2644,3,night
2644,4,night
2645,1,morning
2645,2,evening
2645,3,morning
2645,4,night
2646,1,evening
2646,2,night
2646,3,night
2646,4,evening
2647,1,night
2647,2,morning
2647,3,night
2647,4,night
2648,1,evening
2648,2,morning
2648,3,morning
2648,4,morning
2649,1,morning
2649,2,morning
2649,3,evening
2649,4,evening
2650,1,morning
2650,2,morning
2650,3,morning
2650,4,night
2651,1,morning
2651,2,evening
2651,3,morning
2651,4,night
2652,1,evening
2652,2,evening
2652,3,evening
2652,4,morning
2653,1,night
2653,2,evening
2653,3,evening
2653,4,night
2654,1,evening
2654,2,morning
2654,3,night
2654,4,morning
2655,1,evening
2655,2,night
2655,3,morning
2655,4,night
2656,1,evening
2656,2,night
2656,3,night
2656,4,night
2657,1,night
2657,2,morning
2657,3,night
2657,4,evening
2658,1,evening
2658,2,morning
2658,3,evening
2658,4,morning
2659,1,morning
2659,2,morning
2659,3,evening
2659,4,morning
2660,1,evening
2660,2,evening
2660,3,morning
2660,4,night
2661,1,evening
2661,2,night
2661,3,night
2661,4,evening
2662,1,morning
2662,2,morning
2662,3,evening
2662,4,night
2663,1,night
2663,2,morning
2663,3,morning
2663,4,evening
2664,1,evening
2664,2,morning
2664,3,morning
2664,4,night
2665,1,morning
2665,2,night
2665,3,morning
2665,4,night
2666,1,morning
2666,2,morning
2666,3,evening
2666,4,evening
2667,1,morning
2667,2,night
2667,3,night
2667,4,night
2668,1,evening
2668,2,night
2668,3,morning
2668,4,evening
2669,1,night
2669,2,morning
2669,3,morning
2669,4,night
2670,1,evening
2670,2,evening
2670,3,evening
2670,4,morning
2671,1,morning
2671,2,morning
2671,3,morning
2671,4,night
2672,1,night
2672,2,evening
2672,3,night
2672,4,evening
2673,1,morning
2673,2,evening
2673,3,night
2673,4,morning
2674,1,morning
2674,2,evening
2674,3,night
2674,4,evening
2675,1,night
2675,2,night
2675,3,night
2675,4,evening
2676,1,morning
2676,2,evening
2676,3,evening
2676,4,evening
2677,1,night
2677,2,night
2677,3,morning
2677,4,evening
2678,1,evening
2678,2,evening
2678,3,morning
2678,4,night
2679,1,night
2679,2,evening
2679,3,evening
2679,4,evening
2680,1,night
2680,2,morning
2680,3,evening
2680,4,evening
2681,1,night
2681,2,evening
2681,3,night
2681,4,morning
2682,1,evening
2682,2,morning
2682,3,evening
2682,4,night
2683,1,night
2683,2,night
2683,3,evening
2683,4,morning
2684,1,morning
2684,2,morning
2684,3,night
2684,4,morning
2685,1,evening
2685,2,night
2685,3,evening
2685,4,night
2686,1,night
2686,2,morning
2686,3,night
2686,4,evening
2687,1,evening
2687,2,night
2687,3,evening
2687,4,evening
2688,1,morning
2688,2,morning
2688,3,evening
2688,4,evening
2689,1,night
2689,2,evening
2689,3,evening
2689,4,evening
2690,1,night
2690,2,morning
2690,3,evening
2690,4,night
2691,1,night
2691,2,evening
2691,3,night
2691,4,night
2692,1,night
2692,2,morning
2692,3,morning
2692,4,morning
2693,1,evening
2693,2,evening
2693,3,night
2693,4,evening
2694,1,morning
2694,2,night
2694,3,morning
2694,4,evening
2695,1,morning
2695,2,night
2695,3,night
2695,4,morning
2696,1,night
2696,2,night
2696,3,evening
2696,4,morning
2697,1,evening
2697,2,morning
2697,3,morning
2697,4,evening
2698,1,evening
2698,2,morning
2698,3,evening
2698,4,night
2699,1,night
2699,2,night
2699,3,night
2699,4,night
2700,1,evening
2700,2,morning
2700,3,evening
2700,4,morning
2701,1,evening
2701,2,evening
2701,3,night
2701,4,morning
2702,1,night
2702,2,evening
2702,3,night
2702,4,morning
2703,1,evening
2703,2,morning
2703,3,night
2703,4,evening
2704,1,night
2704,2,morning
2704,3,evening
2704,4,night
2705,1,night
2705,2,morning
2705,3,night
2705,4,evening
2706,1,evening
2706,2,morning
2706,3,morning
2706,4,night
2707,1,night
2707,2,morning
2707,3,morning
2707,4,night
2708,1,morning
2708,2,night
2708,3,morning
2708,4,morning
2709,1,morning
2709,2,morning
2709,3,evening
2709,4,evening
2710,1,morning
2710,2,evening
2710,3,morning
2710,4,evening
2711,1,morning
2711,2,morning
2711,3,evening
2711,4,morning
2712,1,evening
2712,2,night
2712,3,morning
2712,4,morning
2713,1,evening
2713,2,night
2713,3,night
2713,4,night
2714,1,night
2714,2,morning
2714,3,night
2714,4,morning
2715,1,morning
2715,2,morning
2715,3,evening
2715,4,morning
2716,1,evening
2716,2,evening
2716,3,morning
2716,4,evening
2717,1,morning
2717,2,morning
2717,3,night
2717,4,evening
2718,1,morning
2718,2,morning
2718,3,night
2718,4,morning
2719,1,evening
2719,2,night
2719,3,morning
2719,4,night
2720,1,morning
2720,2,morning
2720,3,evening
2720,4,night
2721,1,morning
2721,2,evening
2721,3,evening
2721,4,evening
2722,1,night
2722,2,evening
2722,3,morning
2722,4,evening
2723,1,night
2723,2,night
2723,3,morning
2723,4,night
2724,1,morning
2724,2,night
2724,3,night
2724,4,morning
2725,1,evening
2725,2,night
2725,3,evening
2725,4,morning
2726,1,morning
2726,2,night
2726,3,night
2726,4,night
2727,1,night
2727,2,evening
2727,3,night
2727,4,morning
2728,1,morning
2728,2,night
2728,3,morning
2728,4,night
2729,1,evening
2729,2,morning
2729,3,evening
2729,4,night
2730,1,night
2730,2,night
2730,3,morning
2730,4,morning
2731,1,evening
2731,2,morning
2731,3,evening
2731,4,night
2732,1,evening
2732,2,evening
2732,3,night
2732,4,evening
2733,1,night
2733,2,night
2733,3,night
2733,4,morning
2734,1,night
2734,2,evening
2734,3,morning
2734,4,night
2735,1,night
2735,2,evening
2735,3,morning
2735,4,evening
2736,1,morning
2736,2,morning
2736,3,morning
2736,4,evening
2737,1,night
2737,2,morning
2737,3,night
2737,4,evening
2738,1,morning
2738,2,evening
2738,3,morning
2738,4,morning
2739,1,night
2739,2,morning
2739,3,night
2739,4,morning
2740,1,morning
2740,2,morning
2740,3,night
2740,4,morning
2741,1,night
2741,2,morning
2741,3,morning
2741,4,evening
2742,1,night
2742,2,morning
2742,3,evening
2742,4,night
2743,1,evening
2743,2,morning
2743,3,morning
2743,4,evening
2744,1,night
2744,2,evening
2744,3,night
2744,4,evening
2745,1,night
2745,2,night
2745,3,night
2745,4,night
2746,1,morning
2746,2,night
2746,3,night
2746,4,night
2747,1,morning
2747,2,morning
2747,3,evening
2747,4,evening
2748,1,morning
2748,2,night
2748,3,night
2748,4,night
2749,1,morning
2749,2,evening
2749,3,morning
2749,4,morning
2750,1,morning
2750,2,evening
2750,3,night
2750,4,night
2751,1,night
2751,2,evening
2751,3,evening
2751,4,night
2752,1,morning
2752,2,evening
2752,3,night
2752,4,evening
2753,1,night
2753,2,morning
2753,3,evening
2753,4,morning
2754,1,morning
2754,2,night
2754,3,evening
2754,4,morning
2755,1,morning
2755,2,evening
2755,3,evening
2755,4,morning
2756,1,morning
2756,2,evening
2756,3,night
2756,4,morning
2757,1,morning
2757,2,morning
2757,3,morning
2757,4,morning
2758,1,morning
2758,2,morning
2758,3,morning
2758,4,evening
2759,1,morning
2759,2,morning
2759,3,morning
2759,4,morning
2760,1,night
2760,2,morning
2760,3,morning
2760,4,evening
2761,1,morning
2761,2,morning
2761,3,night
2761,4,night
2762,1,morning
2762,2,night
2762,3,evening
2762,4,night
2763,1,night
2763,2,evening
2763,3,night
2763,4,night
2764,1,morning
2764,2,evening
2764,3,morning
2764,4,morning
2765,1,evening
2765,2,morning
2765,3,morning
2765,4,morning
2766,1,morning
2766,2,evening
2766,3,evening
2766,4,evening
2767,1,night
2767,2,evening
2767,3,night
2767,4,morning
2768,1,morning
2768,2,morning
2768,3,night
2768,4,evening
2769,1,morning
2769,2,night
2769,3,night
2769,4,evening
2770,1,evening
2770,2,evening
2770,3,night
2770,4,evening
2771,1,night
2771,2,evening
2771,3,night
2771,4,evening
2772,1,night
2772,2,evening
2772,3,morning
2772,4,morning
2773,1,night
2773,2,morning
2773,3,night
2773,4,night
2774,1,evening
2774,2,night
2774,3,evening
2774,4,evening
2775,1,evening
2775,2,night
2775,3,evening
2775,4,morning
2776,1,night
2776,2,evening
2776,3,morning
2776,4,morning
2777,1,night
2777,2,morning
2777,3,morning
2777,4,night
2778,1,night
2778,2,night
2778,3,morning
2778,4,evening
2779,1,evening
2779,2,night
2779,3,night
2779,4,morning
2780,1,night
2780,2,evening
2780,3,evening
2780,4,night
2781,1,morning
2781,2,night
2781,3,night
2781,4,night
2782,1,evening
2782,2,morning
2782,3,evening
2782,4,evening
2783,1,evening
2783,2,morning
2783,3,evening
2783,4,evening
2784,1,night
2784,2,evening
2784,3,morning
2784,4,morning
2785,1,evening
2785,2,evening
2785,3,night
2785,4,morning
2786,1,night
2786,2,morning
2786,3,evening
2786,4,morning
2787,1,evening
2787,2,morning
2787,3,evening
2787,4,evening
2788,1,night
2788,2,morning
2788,3,night
2788,4,night
2789,1,evening
2789,2,evening
2789,3,evening
2789,4,morning
2790,1,night
2790,2,night
2790,3,evening
2790,4,morning
2791,1,evening
2791,2,morning
2791,3,evening
2791,4,night
2792,1,night
2792,2,morning
2792,3,morning
2792,4,night
2793,1,morning
2793,2,evening
2793,3,evening
2793,4,night
2794,1,evening
2794,2,evening
2794,3,morning
2794,4,evening
2795,1,evening
2795,2,evening
2795,3,evening
2795,4,evening
2796,1,night
2796,2,morning
2796,3,morning
2796,4,evening
2797,1,evening
2797,2,morning
2797,3,evening
2797,4,morning
2798,1,morning
2798,2,night
2798,3,morning
2798,4,morning
2799,1,evening
2799,2,morning
2799,3,evening
2799,4,morning
2800,1,morning
2800,2,night
2800,3,morning
2800,4,night
2801,1,evening
2801,2,night
2801,3,evening
2801,4,night
2802,1,morning
2802,2,morning
2802,3,night
2802,4,morning
2803,1,night
2803,2,night
2803,3,evening
2803,4,night
2804,1,morning
2804,2,night
2804,3,evening
2804,4,night
2805,1,morning
2805,2,night
2805,3,night
2805,4,night
2806,1,evening
2806,2,night
2806,3,evening
2806,4,night
2807,1,morning
2807,2,night
2807,3,night
2807,4,morning
2808,1,morning
2808,2,morning
2808,3,evening
2808,4,morning
2809,1,evening
2809,2,morning
2809,3,morning
2809,4,morning
2810,1,morning
2810,2,night
2810,3,morning
2810,4,night
2811,1,evening
2811,2,night
2811,3,morning
2811,4,night
2812,1,morning
2812,2,night
2812,3,evening
2812,4,evening
2813,1,evening
2813,2,night
2813,3,night
2813,4,morning
2814,1,night
2814,2,evening
2814,3,morning
2814,4,evening
2815,1,morning
2815,2,morning
2815,3,evening
2815,4,morning
2816,1,night
2816,2,evening
2816,3,morning
2816,4,night
2817,1,evening
2817,2,morning
2817,3,morning
2817,4,morning
2818,1,night
2818,2,night
2818,3,night
2818,4,evening
2819,1,night
2819,2,morning
2819,3,morning
2819,4,evening
2820,1,night
2820,2,night
2820,3,evening
2820,4,morning
2821,1,morning
2821,2,morning
2821,3,night
2821,4,evening
2822,1,morning
2822,2,night
2822,3,night
2822,4,morning
2823,1,evening
2823,2,evening
2823,3,night
2823,4,evening
2824,1,night
2824,2,morning
2824,3,morning
2824,4,night
2825,1,evening
2825,2,evening
2825,3,evening
2825,4,night
2826,1,night
2826,2,evening
2826,3,evening
2826,4,night
2827,1,evening
2827,2,morning
2827,3,evening
2827,4,night
2828,1,night
2828,2,morning
2828,3,evening
2828,4,morning
2829,1,morning
2829,2,evening
2829,3,evening
2829,4,morning
2830,1,morning
2830,2,morning
2830,3,evening
2830,4,evening
2831,1,evening
2831,2,night
2831,3,night
2831,4,night
2832,1,evening
2832,2,night
2832,3,morning
2832,4,night
2833,1,night
2833,2,morning
2833,3,evening
2833,4,evening
2834,1,morning
2834,2,morning
2834,3,morning
2834,4,night
2835,1,morning
2835,2,morning
2835,3,morning
2835,4,morning
2836,1,night
2836,2,morning
2836,3,night
2836,4,morning
2837,1,morning
2837,2,morning
2837,3,night
2837,4,evening
2838,1,evening
2838,2,evening
2838,3,night
2838,4,night
2839,1,night
2839,2,morning
2839,3,morning
2839,4,night
2840,1,morning
2840,2,evening
2840,3,evening
2840,4,night
2841,1,morning
2841,2,morning
2841,3,evening
2841,4,evening
2842,1,morning
2842,2,night
2842,3,night
2842,4,morning
2843,1,night
2843,2,morning
2843,3,night
2843,4,morning
2844,1,night
2844,2,night
2844,3,night
2844,4,morning
2845,1,night
2845,2,evening
2845,3,night
2845,4,morning
2846,1,evening
2846,2,morning
2846,3,morning
2846,4,evening
2847,1,evening
2847,2,morning
2847,3,night
2847,4,morning
2848,1,evening
2848,2,night
2848,3,morning
2848,4,evening
2849,1,morning
2849,2,morning
2849,3,morning
2849,4,night
2850,1,evening
2850,2,night
2850,3,night
2850,4,night
2851,1,evening
2851,2,night
2851,3,night
2851,4,night
2852,1,night
2852,2,night
2852,3,night
2852,4,evening
2853,1,morning
2853,2,evening
2853,3,morning
2853,4,morning
2854,1,morning
2854,2,morning
2854,3,night
2854,4,evening
2855,1,evening
2855,2,night
2855,3,night
2855,4,morning
2856,1,morning
2856,2,evening
2856,3,evening
2856,4,evening
2857,1,morning
2857,2,evening
2857,3,night
2857,4,night
2858,1,evening
2858,2,morning
2858,3,night
2858,4,night
2859,1,night
2859,2,morning
2859,3,morning
2859,4,evening
2860,1,night
2860,2,evening
2860,3,morning
2860,4,morning
2861,1,morning
2861,2,morning
2861,3,night
2861,4,night
2862,1,night
2862,2,morning
2862,3,night
2862,4,night
2863,1,morning
2863,2,evening
2863,3,night
2863,4,morning
2864,1,evening
2864,2,morning
2864,3,night
2864,4,evening
2865,1,night
2865,2,night
2865,3,night
2865,4,evening
2866,1,night
2866,2,morning
2866,3,morning
2866,4,morning
2867,1,night
2867,2,morning
2867,3,morning
2867,4,evening
2868,1,evening
2868,2,night
2868,3,morning
2868,4,evening
2869,1,evening
2869,2,morning
2869,3,night
2869,4,night
2870,1,evening
2870,2,evening
2870,3,night
2870,4,night
2871,1,morning
2871,2,evening
2871,3,morning
2871,4,night
2872,1,morning
2872,2,evening
2872,3,night
2872,4,evening
2873,1,morning
2873,2,night
2873,3,evening
2873,4,night
2874,1,night
2874,2,night
2874,3,night
2874,4,morning
2875,1,morning
2875,2,evening
